	S_marcescens_UMH6	S_marcescens_AR_0099	S_marcescens_SmUNAM836	S_marcescens_E28	S_marcescens_N10A28	S_marcescens_SM39	S_marcescens_WVU-003	S_marcescens_U36365	S_marcescens_UMH7	S_marcescens_ATCC_274	S_marcescens_AR_0027	S_marcescens_AR_0124	S_marcescens_B3R3	S_marcescens_WVU-002	S_marcescens_UMH8	S_liquefaciens_FDAARGOS_125	S_liquefaciens_HUMV-21	S_liquefaciens_ATCC_27592	S_marcescens_WVU-001	S_marcescens_AR_0131	S_marcescens_1602	S_marcescens_SER00094	S_marcescens_2838	S_quinivorans_PKL	S_marcescens_UMH5	S_marcescens_UMH9	S_marcescens_SGAir0764	S_marcescens_95	S_marcescens_Db11	S_ficaria_NCTC12148	S_marcescens_AR_0130	S_marcescens_CAV1761	S_marcescens_AR_0121	S_marcescens_AR_0091	S_marcescens_UMH12	S_marcescens_UMH2	S_marcescens_BP2	S_marcescens_WVU-007	S_marcescens_WW4	S_marcescens_CAV1492	S_marcescens_WVU-010	S_marcescens_BWH-23	S_marcescens_UMH3	S_marcescens_RSC-14	S_marcescens_ATCC_13880	S_marcescens_4201	S_marcescens_WVU-006	S_marcescens_BWH-35	S_quinivorans_NCTC13188	S_liquefaciens_FG3	S_marcescens_SMB2099	S_marcescens_AR_0123	S_marcescens_UMH10	S_marcescens_WVU-005	S_marcescens_3024	S_marcescens_WVU-009	S_marcescens_AR_0122	S_marcescens_FDAARGOS_65	S_liquefaciens_S1	S_marcescens_UMH1	S_marcescens_C110	S_marcescens_UMH11	S_marcescens_WVU-004	S_marcescens_AS-1	S_marcescens_332	S_proteamaculans_336X	S_marcescens_N4-5	S_marcescens_1140	S_marcescens_WVU-008	S_proteamaculans_568
S_liquefaciens_HUMV-21	0.75297	0.76051	0.76051	0.77047	0.76676	0.7579600000000001	0.757	0.7458400000000001	0.7541599999999999	0.75297	0.7592399999999999	0.7643300000000001	0.7579600000000001	0.7608100000000001	0.74941	0.9845600000000001	1.0	0.9845600000000001	0.757	0.7592399999999999	0.75178	0.75541	0.76051	0.82402	0.7681	0.76688	0.7541599999999999	0.7446600000000001	0.7579600000000001	0.77384	0.7541599999999999	0.7651000000000001	0.7592399999999999	0.7470300000000001	0.75827	0.75709	0.76815	0.7608100000000001	0.75541	0.7651000000000001	0.7608100000000001	0.75445	0.75445	0.7589100000000001	0.7553399999999999	0.76079	0.75059	0.7446600000000001	0.82164	0.97743	0.7656100000000001	0.7592399999999999	0.76273	0.75827	0.76051	0.7553399999999999	0.7592399999999999	0.76051	0.98694	0.7557300000000001	0.76051	0.76273	0.7608100000000001	0.75653	0.75318	0.78235	0.7589100000000001	0.76051	0.76944	0.8264
S_liquefaciens_ATCC_27592	0.75268	0.7656100000000001	0.7656100000000001	0.7643300000000001	0.76336	0.76306	0.76209	0.74792	0.7538600000000001	0.7538600000000001	0.7643300000000001	0.76943	0.7627600000000001	0.7659	0.7503000000000001	0.98694	0.9845600000000001	1.0	0.76209	0.7643300000000001	0.75653	0.76051	0.76815	0.83353	0.7646300000000001	0.77197	0.7538600000000001	0.7470300000000001	0.76306	0.7742300000000001	0.7538600000000001	0.7592399999999999	0.7643300000000001	0.75178	0.76336	0.7567900000000001	0.76786	0.7659	0.7551000000000001	0.7592399999999999	0.7659	0.75954	0.75919	0.7574299999999999	0.75505	0.7604899999999999	0.7503000000000001	0.7470300000000001	0.8311499999999999	0.97743	0.7706999999999999	0.7643300000000001	0.75954	0.76336	0.76815	0.75505	0.7643300000000001	0.76815	0.9845600000000001	0.7608100000000001	0.76815	0.75954	0.7659	0.75624	0.75541	0.7858800000000001	0.75862	0.76815	0.77346	0.8359100000000002
S_marcescens_WVU-001	0.9120100000000001	0.94411	0.9453	0.9476799999999999	0.9595700000000001	0.94411	0.9976200000000001	0.92043	0.9143899999999999	0.9191400000000001	0.9429299999999999	0.9429299999999999	0.9168600000000001	0.956	0.9191400000000001	0.757	0.75604	0.76112	1.0	0.9417399999999999	0.94649	0.97979	0.94649	0.74458	0.9607600000000001	0.95006	0.9120100000000001	0.9476799999999999	0.95838	0.82164	0.9131999999999999	0.94649	0.9417399999999999	0.94411	0.98098	0.92152	0.9262799999999999	0.956	0.91924	0.94649	0.956	0.9667100000000001	0.95719	0.9274700000000001	0.9239	0.91558	0.9191400000000001	0.9476799999999999	0.7391800000000001	0.74938	0.94649	0.9417399999999999	0.97979	0.98098	0.94649	0.91558	0.9417399999999999	0.94649	0.7573100000000001	0.98098	0.94649	0.97979	0.956	0.91795	0.94649	0.0	0.9167700000000001	0.94649	0.9524400000000001	0.74399
S_marcescens_AR_0131	0.9131999999999999	0.97741	0.9786	0.9334100000000001	0.95363	0.97265	0.9417399999999999	0.92043	0.9131999999999999	0.9310299999999999	0.98573	0.9679000000000001	0.92755	0.95363	0.9310299999999999	0.7608100000000001	0.75827	0.76336	0.9417399999999999	1.0	0.98335	0.9393600000000001	0.97979	0.7548300000000001	0.95719	0.9679000000000001	0.9239	0.94411	0.9346	0.82521	0.9120100000000001	0.9405500000000001	0.9976200000000001	0.9750299999999998	0.9405500000000001	0.9203299999999999	0.9405500000000001	0.95363	0.9311200000000001	0.9405500000000001	0.95363	0.9476799999999999	0.96552	0.9274700000000001	0.9334100000000001	0.9143899999999999	0.9167700000000001	0.94411	0.75181	0.7512300000000001	0.97741	0.9976200000000001	0.9417399999999999	0.9405500000000001	0.97979	0.9143899999999999	0.9976200000000001	0.97979	0.75827	0.9405500000000001	0.97979	0.9417399999999999	0.95363	0.9298500000000001	0.9453	0.0	0.92866	0.97979	0.94649	0.75422
S_marcescens_1602	0.91795	0.97979	0.97384	0.9381700000000001	0.95838	0.97741	0.94649	0.9228000000000001	0.91795	0.9357899999999999	0.9762200000000002	0.97265	0.9299299999999999	0.95838	0.9357899999999999	0.75326	0.7508900000000001	0.75563	0.94649	0.98335	1.0	0.94411	0.9821600000000001	0.76024	0.96195	0.9679000000000001	0.92866	0.94887	0.9393600000000001	0.8299600000000001	0.9167700000000001	0.9453	0.98335	0.98454	0.9453	0.92509	0.94411	0.95838	0.9334899999999999	0.9453	0.95838	0.9524400000000001	0.97741	0.9298500000000001	0.9381700000000001	0.9191400000000001	0.92152	0.94887	0.75721	0.75616	0.9821600000000001	0.98335	0.94649	0.9453	0.9821600000000001	0.9191400000000001	0.98335	0.9821600000000001	0.7508900000000001	0.9453	0.9821600000000001	0.94649	0.95838	0.9346	0.95006	0.0	0.9334100000000001	0.9821600000000001	0.95363	0.7596200000000001
S_marcescens_SER00094	0.9143899999999999	0.9417399999999999	0.9429299999999999	0.9369799999999999	0.95125	0.9417399999999999	0.97979	0.91924	0.9167700000000001	0.9262799999999999	0.9405500000000001	0.9381700000000001	0.9168600000000001	0.9476799999999999	0.9262799999999999	0.75541	0.75445	0.75954	0.97979	0.9393600000000001	0.94411	1.0	0.94411	0.7433700000000001	0.9524400000000001	0.9453	0.9191400000000001	0.9369799999999999	0.9690799999999999	0.82164	0.91558	0.9357899999999999	0.9393600000000001	0.9417399999999999	0.99405	0.9239	0.9310299999999999	0.9476799999999999	0.92399	0.9357899999999999	0.9476799999999999	0.97979	0.9524400000000001	0.9298500000000001	0.9310299999999999	0.91795	0.92152	0.9369799999999999	0.7379800000000001	0.7469100000000001	0.94411	0.9393600000000001	0.99287	0.99405	0.94411	0.91795	0.9393600000000001	0.94411	0.7557300000000001	0.99405	0.94411	0.99287	0.9476799999999999	0.92509	0.9405500000000001	0.0	0.9239	0.94411	0.9417399999999999	0.74279
S_marcescens_2838	0.9131999999999999	0.98811	0.9821600000000001	0.9334100000000001	0.96195	0.98811	0.94649	0.9251799999999999	0.91558	0.9310299999999999	0.9916799999999999	0.98335	0.9323	0.96195	0.9310299999999999	0.76209	0.75954	0.7671800000000001	0.94649	0.97979	0.9821600000000001	0.94411	1.0	0.76145	0.96314	0.9762200000000002	0.9239	0.9476799999999999	0.9334100000000001	0.8359100000000002	0.9120100000000001	0.94411	0.97979	0.98573	0.9453	0.92271	0.9393600000000001	0.96195	0.9358700000000001	0.94411	0.96195	0.956	0.97384	0.9298500000000001	0.9334100000000001	0.9167700000000001	0.92152	0.9476799999999999	0.7584100000000001	0.75369	0.99049	0.97979	0.94649	0.9453	0.9976200000000001	0.9167700000000001	0.97979	0.9976200000000001	0.75954	0.9453	0.9976200000000001	0.94649	0.96195	0.9298500000000001	0.94887	0.0	0.92866	0.9976200000000001	0.9548200000000001	0.7608199999999999
S_quinivorans_PKL	0.7433700000000001	0.7590399999999999	0.7590399999999999	0.74368	0.7506	0.76024	0.74458	0.7488	0.74699	0.7521100000000001	0.75783	0.7590399999999999	0.7512000000000001	0.74699	0.7545100000000001	0.8281999999999999	0.82464	0.8341200000000001	0.74458	0.7548300000000001	0.76024	0.7433700000000001	0.76145	1.0	0.75181	0.7530100000000001	0.7521100000000001	0.7484999999999999	0.74578	0.75812	0.74699	0.74699	0.7548300000000001	0.7590399999999999	0.74699	0.74699	0.74879	0.74699	0.7524	0.74699	0.74699	0.74699	0.7494	0.7506	0.75331	0.74819	0.7433700000000001	0.7484999999999999	0.9869200000000001	0.8291799999999999	0.7638600000000001	0.7548300000000001	0.7433700000000001	0.74699	0.76145	0.74819	0.7548300000000001	0.76145	0.8293799999999999	0.74458	0.76145	0.7433700000000001	0.74699	0.7545100000000001	0.74578	0.89542	0.7569199999999999	0.76145	0.74819	0.98811
S_marcescens_UMH5	0.9143899999999999	0.9607600000000001	0.95719	0.95838	0.98454	0.95838	0.9607600000000001	0.92637	0.91558	0.92866	0.9595700000000001	0.95838	0.9251799999999999	0.9821600000000001	0.92866	0.7697499999999999	0.7670699999999999	0.76366	0.9607600000000001	0.95719	0.96195	0.9524400000000001	0.96314	0.75181	1.0	0.9690799999999999	0.92152	0.96552	0.9417399999999999	0.8311499999999999	0.9143899999999999	0.97146	0.95719	0.95838	0.95363	0.92271	0.9357899999999999	0.9821600000000001	0.92637	0.97146	0.9821600000000001	0.9607600000000001	0.97384	0.92271	0.93222	0.9167700000000001	0.92152	0.96552	0.7506	0.75277	0.96314	0.95719	0.9548200000000001	0.95363	0.96314	0.9167700000000001	0.95719	0.96314	0.7670699999999999	0.95363	0.96314	0.9548200000000001	0.9821600000000001	0.9274700000000001	0.9667100000000001	0.0	0.9262799999999999	0.96314	0.97979	0.7512000000000001
S_marcescens_UMH9	0.9143899999999999	0.9762200000000002	0.97741	0.9417399999999999	0.96552	0.97384	0.95006	0.92755	0.9143899999999999	0.9298500000000001	0.9750299999999998	0.97146	0.92874	0.96552	0.9298500000000001	0.76845	0.7659	0.77099	0.95006	0.9679000000000001	0.9679000000000001	0.9453	0.9762200000000002	0.7530100000000001	0.9690799999999999	1.0	0.92271	0.95363	0.9346	0.83234	0.9131999999999999	0.9476799999999999	0.9679000000000001	0.9690799999999999	0.94649	0.92152	0.9369799999999999	0.96552	0.9311200000000001	0.9476799999999999	0.96552	0.9548200000000001	0.98335	0.9262799999999999	0.93222	0.91558	0.9203299999999999	0.95363	0.75	0.75862	0.9762200000000002	0.9679000000000001	0.9476799999999999	0.94649	0.9762200000000002	0.91558	0.9679000000000001	0.9762200000000002	0.7659	0.94649	0.9762200000000002	0.9476799999999999	0.96552	0.92866	0.9524400000000001	0.0	0.9298500000000001	0.9762200000000002	0.9607600000000001	0.7524
S_marcescens_SGAir0764	0.9357899999999999	0.92152	0.92271	0.9167700000000001	0.91795	0.9262799999999999	0.9120100000000001	0.93824	0.9357899999999999	0.98335	0.9203299999999999	0.91795	0.9501200000000001	0.92271	0.98098	0.75563	0.75326	0.75297	0.9120100000000001	0.9239	0.92866	0.9191400000000001	0.9239	0.7521100000000001	0.92152	0.92271	1.0	0.9143899999999999	0.92271	0.8287799999999999	0.9369799999999999	0.9060600000000001	0.9239	0.9191400000000001	0.9203299999999999	0.9405500000000001	0.9476799999999999	0.92271	0.9501200000000001	0.9060600000000001	0.92271	0.9274700000000001	0.92509	0.92271	0.98573	0.9369799999999999	0.9369799999999999	0.9143899999999999	0.7503000000000001	0.75616	0.9274700000000001	0.9239	0.92152	0.9203299999999999	0.9239	0.9369799999999999	0.9239	0.9239	0.7508900000000001	0.9203299999999999	0.9239	0.92152	0.92271	0.9916799999999999	0.9108200000000001	0.0	0.98811	0.9239	0.9084399999999999	0.7515000000000001
S_marcescens_95	0.9084399999999999	0.9429299999999999	0.9417399999999999	0.9607600000000001	0.96195	0.9453	0.9476799999999999	0.92152	0.9108200000000001	0.92271	0.94411	0.9429299999999999	0.9239	0.9643299999999999	0.92271	0.7437699999999999	0.7437699999999999	0.7461399999999999	0.9476799999999999	0.94411	0.94887	0.9369799999999999	0.9476799999999999	0.7509	0.96552	0.95363	0.9143899999999999	1.0	0.9310299999999999	0.82521	0.90725	0.98454	0.94411	0.9429299999999999	0.9381700000000001	0.91795	0.93222	0.9643299999999999	0.92152	0.98454	0.9643299999999999	0.9476799999999999	0.956	0.9131999999999999	0.92509	0.9120100000000001	0.9143899999999999	0.9976200000000001	0.7479000000000001	0.7487699999999999	0.9453	0.94411	0.9393600000000001	0.9381700000000001	0.9476799999999999	0.9120100000000001	0.94411	0.9476799999999999	0.74259	0.9381700000000001	0.9476799999999999	0.9393600000000001	0.9643299999999999	0.9203299999999999	0.97265	0.0	0.9191400000000001	0.9476799999999999	0.95719	0.7503000000000001
S_marcescens_Db11	0.9334100000000001	0.9310299999999999	0.93222	0.9524400000000001	0.9393600000000001	0.9310299999999999	0.95838	0.9216200000000001	0.9310299999999999	0.9298500000000001	0.9298500000000001	0.9274700000000001	0.91924	0.9369799999999999	0.9298500000000001	0.7579600000000001	0.757	0.76209	0.95838	0.9346	0.9393600000000001	0.9690799999999999	0.9334100000000001	0.74578	0.9417399999999999	0.9346	0.92271	0.9310299999999999	1.0	0.82521	0.93222	0.9298500000000001	0.9346	0.9310299999999999	0.9702700000000001	0.92866	0.9429299999999999	0.9369799999999999	0.92637	0.9298500000000001	0.9369799999999999	0.9679000000000001	0.9417399999999999	0.9453	0.9346	0.93222	0.92509	0.9310299999999999	0.74279	0.74784	0.9357899999999999	0.9346	0.97146	0.9702700000000001	0.9334100000000001	0.93222	0.9346	0.9334100000000001	0.757	0.9702700000000001	0.9334100000000001	0.97146	0.9369799999999999	0.92866	0.9346	0.0	0.9274700000000001	0.9334100000000001	0.9310299999999999	0.7451899999999999
S_ficaria_NCTC12148	0.83353	0.83234	0.83234	0.8287799999999999	0.83234	0.8347200000000001	0.82164	0.8351100000000001	0.83353	0.82521	0.83234	0.8299600000000001	0.8301700000000001	0.8371	0.82521	0.7741100000000001	0.7728900000000001	0.7732800000000001	0.82164	0.82521	0.8299600000000001	0.82164	0.8359100000000002	0.75812	0.8311499999999999	0.83234	0.8287799999999999	0.82521	0.82521	1.0	0.8299600000000001	0.82164	0.82521	0.83353	0.8228299999999998	0.83353	0.83829	0.8371	0.83135	0.82164	0.8371	0.8311499999999999	0.83234	0.8299600000000001	0.82759	0.8347200000000001	0.8311499999999999	0.82521	0.7569199999999999	0.7716700000000001	0.8371	0.82521	0.82402	0.8228299999999998	0.8359100000000002	0.8347200000000001	0.82521	0.8359100000000002	0.7680100000000001	0.8228299999999998	0.8359100000000002	0.82402	0.8371	0.8311499999999999	0.8228299999999998	0.0	0.8299600000000001	0.8359100000000002	0.8266	0.75812
S_marcescens_AR_0130	0.9893000000000001	0.9096299999999999	0.9108200000000001	0.9298500000000001	0.9120100000000001	0.9120100000000001	0.9131999999999999	0.92874	0.9893000000000001	0.9310299999999999	0.9084399999999999	0.9060600000000001	0.93943	0.9143899999999999	0.9310299999999999	0.75445	0.75326	0.75297	0.9131999999999999	0.9120100000000001	0.9167700000000001	0.91558	0.9120100000000001	0.74699	0.9143899999999999	0.9131999999999999	0.9369799999999999	0.90725	0.93222	0.8299600000000001	1.0	0.8965500000000001	0.9120100000000001	0.9096299999999999	0.9167700000000001	0.98454	0.9334100000000001	0.9143899999999999	0.9216200000000001	0.8965500000000001	0.9143899999999999	0.9143899999999999	0.91795	0.956	0.9357899999999999	0.98811	0.98335	0.90725	0.74399	0.7487699999999999	0.91558	0.9120100000000001	0.91795	0.9167700000000001	0.9120100000000001	0.99049	0.9120100000000001	0.9120100000000001	0.7508900000000001	0.9167700000000001	0.9120100000000001	0.91795	0.9143899999999999	0.9369799999999999	0.90012	0.0	0.9357899999999999	0.9120100000000001	0.90369	0.74639
S_marcescens_CAV1761	0.89774	0.9393600000000001	0.9357899999999999	0.9548200000000001	0.96552	0.9393600000000001	0.94649	0.9120100000000001	0.90012	0.9143899999999999	0.9405500000000001	0.9405500000000001	0.9131999999999999	0.96552	0.9143899999999999	0.76408	0.76408	0.75827	0.94649	0.9405500000000001	0.9453	0.9357899999999999	0.94411	0.7494	0.97146	0.9476799999999999	0.9060600000000001	0.98454	0.9298500000000001	0.82164	0.8965500000000001	1.0	0.9405500000000001	0.9393600000000001	0.9369799999999999	0.90725	0.92271	0.96552	0.9120100000000001	0.9976200000000001	0.96552	0.94649	0.9524400000000001	0.9096299999999999	0.9167700000000001	0.9013100000000001	0.90369	0.98454	0.7494	0.75	0.9417399999999999	0.9405500000000001	0.9381700000000001	0.9369799999999999	0.94411	0.9013100000000001	0.9405500000000001	0.94411	0.76273	0.9369799999999999	0.94411	0.9381700000000001	0.96552	0.9120100000000001	0.9762200000000002	0.0	0.9108200000000001	0.94411	0.96314	0.75
S_marcescens_AR_0121	0.9131999999999999	0.97741	0.9786	0.9334100000000001	0.95363	0.97265	0.9417399999999999	0.92043	0.9131999999999999	0.9310299999999999	0.98573	0.9679000000000001	0.92755	0.95363	0.9310299999999999	0.7608100000000001	0.75827	0.76336	0.9417399999999999	0.9976200000000001	0.98335	0.9393600000000001	0.97979	0.7548300000000001	0.95719	0.9679000000000001	0.9239	0.94411	0.9346	0.82521	0.9120100000000001	0.9405500000000001	1.0	0.9750299999999998	0.9405500000000001	0.9203299999999999	0.9405500000000001	0.95363	0.9311200000000001	0.9405500000000001	0.95363	0.9476799999999999	0.96552	0.9274700000000001	0.9334100000000001	0.9143899999999999	0.9167700000000001	0.94411	0.75181	0.7512300000000001	0.97741	0.9976200000000001	0.9417399999999999	0.9405500000000001	0.97979	0.9143899999999999	0.9976200000000001	0.97979	0.75827	0.9405500000000001	0.97979	0.9417399999999999	0.95363	0.9298500000000001	0.9453	0.0	0.92866	0.97979	0.94649	0.75422
S_marcescens_AR_0091	0.9108200000000001	0.98335	0.97979	0.93222	0.95719	0.98811	0.94411	0.91805	0.9131999999999999	0.9262799999999999	0.97979	0.98098	0.9251799999999999	0.95719	0.92866	0.7485200000000001	0.7461399999999999	0.7508900000000001	0.94411	0.9750299999999998	0.98454	0.9417399999999999	0.98573	0.7590399999999999	0.95838	0.9690799999999999	0.9191400000000001	0.9429299999999999	0.9310299999999999	0.83353	0.9096299999999999	0.9393600000000001	0.9750299999999998	1.0	0.9429299999999999	0.9203299999999999	0.9369799999999999	0.95719	0.92874	0.9393600000000001	0.95719	0.95125	0.97384	0.92509	0.92866	0.9143899999999999	0.9191400000000001	0.9429299999999999	0.75601	0.7512300000000001	0.98335	0.9750299999999998	0.94411	0.9429299999999999	0.98573	0.9143899999999999	0.9750299999999998	0.98573	0.7461399999999999	0.9429299999999999	0.98573	0.94411	0.95719	0.92509	0.94411	0.0	0.9239	0.98573	0.95006	0.7584100000000001
S_marcescens_UMH12	0.91558	0.9429299999999999	0.94411	0.9381700000000001	0.9524400000000001	0.9429299999999999	0.98098	0.92043	0.91795	0.9274700000000001	0.9417399999999999	0.9393600000000001	0.91805	0.94887	0.9274700000000001	0.75827	0.7573100000000001	0.7623899999999999	0.98098	0.9405500000000001	0.9453	0.99405	0.9453	0.74699	0.95363	0.94649	0.9203299999999999	0.9381700000000001	0.9702700000000001	0.8228299999999998	0.9167700000000001	0.9369799999999999	0.9405500000000001	0.9429299999999999	1.0	0.92509	0.93222	0.94887	0.9251799999999999	0.9369799999999999	0.94887	0.98098	0.95363	0.9310299999999999	0.93222	0.9191400000000001	0.92271	0.9381700000000001	0.74159	0.75062	0.9453	0.9405500000000001	0.99405	0.9976200000000001	0.9453	0.9191400000000001	0.9405500000000001	0.9453	0.75858	0.99524	0.9453	0.99405	0.94887	0.9262799999999999	0.9417399999999999	0.0	0.92509	0.9453	0.9429299999999999	0.74639
S_marcescens_UMH2	0.98335	0.91795	0.9167700000000001	0.9262799999999999	0.92271	0.9203299999999999	0.92152	0.93468	0.98811	0.9369799999999999	0.9191400000000001	0.9143899999999999	0.94537	0.92509	0.9369799999999999	0.7573899999999999	0.75616	0.75586	0.92152	0.9203299999999999	0.92509	0.9239	0.92271	0.74699	0.92271	0.92152	0.9405500000000001	0.91795	0.92866	0.83353	0.98454	0.90725	0.9203299999999999	0.9203299999999999	0.92509	1.0	0.93222	0.92509	0.92755	0.90725	0.92509	0.92509	0.9262799999999999	0.956	0.9417399999999999	0.9916799999999999	0.9916799999999999	0.91795	0.74399	0.7512300000000001	0.92152	0.9203299999999999	0.9262799999999999	0.92509	0.92271	0.9893000000000001	0.9203299999999999	0.92271	0.75369	0.92509	0.92271	0.9262799999999999	0.92509	0.9429299999999999	0.9108200000000001	0.0	0.9417399999999999	0.92271	0.9120100000000001	0.74639
S_marcescens_BP2	0.93222	0.9369799999999999	0.9369799999999999	0.9405500000000001	0.9310299999999999	0.9381700000000001	0.9262799999999999	0.93943	0.9346	0.9548200000000001	0.9357899999999999	0.93222	0.94537	0.9357899999999999	0.9548200000000001	0.76845	0.7671800000000001	0.76688	0.9262799999999999	0.9405500000000001	0.94411	0.9310299999999999	0.9393600000000001	0.74879	0.9357899999999999	0.9369799999999999	0.9476799999999999	0.93222	0.9429299999999999	0.83829	0.9334100000000001	0.92271	0.9405500000000001	0.9369799999999999	0.93222	0.93222	1.0	0.9357899999999999	0.96793	0.92271	0.9357899999999999	0.9369799999999999	0.9405500000000001	0.9262799999999999	0.9595700000000001	0.9357899999999999	0.92866	0.93222	0.74578	0.75862	0.9417399999999999	0.9405500000000001	0.9334100000000001	0.93222	0.9393600000000001	0.9357899999999999	0.9405500000000001	0.9393600000000001	0.7646300000000001	0.93222	0.9393600000000001	0.9334100000000001	0.9357899999999999	0.95363	0.9262799999999999	0.0	0.9524400000000001	0.9393600000000001	0.9274700000000001	0.74819
S_marcescens_WVU-007	0.91558	0.95719	0.95363	0.95719	0.98335	0.95719	0.956	0.92874	0.91795	0.9274700000000001	0.95838	0.95719	0.92874	0.9976200000000001	0.9274700000000001	0.76366	0.75985	0.76493	0.956	0.95363	0.95838	0.9476799999999999	0.96195	0.7494	0.9821600000000001	0.96552	0.92271	0.9643299999999999	0.9369799999999999	0.8371	0.9143899999999999	0.96552	0.95363	0.95719	0.94887	0.92509	0.9357899999999999	1.0	0.92874	0.96552	0.9976200000000001	0.9595700000000001	0.97265	0.92271	0.9298500000000001	0.9191400000000001	0.9239	0.9643299999999999	0.74639	0.7540000000000001	0.9595700000000001	0.95363	0.95006	0.94887	0.96195	0.9191400000000001	0.95363	0.96195	0.75985	0.94887	0.96195	0.95006	0.9976200000000001	0.92866	0.9679000000000001	0.0	0.92509	0.96195	0.97384	0.7488
S_marcescens_WW4	0.9228000000000001	0.9311200000000001	0.9311200000000001	0.92152	0.92637	0.93468	0.91924	0.9667100000000001	0.9251799999999999	0.9572399999999999	0.9323	0.92874	0.9679000000000001	0.92874	0.9572399999999999	0.7557300000000001	0.75445	0.75414	0.91924	0.9311200000000001	0.9334899999999999	0.92399	0.9358700000000001	0.7524	0.92637	0.9311200000000001	0.9501200000000001	0.92152	0.92637	0.83135	0.9216200000000001	0.9120100000000001	0.9311200000000001	0.92874	0.9251799999999999	0.92755	0.96793	0.92874	1.0	0.9120100000000001	0.92874	0.9323	0.9334899999999999	0.91568	0.95962	0.92637	0.92399	0.92152	0.7491	0.7487699999999999	0.9358700000000001	0.9311200000000001	0.92637	0.9251799999999999	0.9358700000000001	0.92637	0.9311200000000001	0.9358700000000001	0.7519100000000001	0.9251799999999999	0.9358700000000001	0.92637	0.92874	0.9560600000000001	0.9167700000000001	0.0	0.9548700000000001	0.9358700000000001	0.9143899999999999	0.7518000000000001
S_marcescens_CAV1492	0.89774	0.9393600000000001	0.9357899999999999	0.9548200000000001	0.96552	0.9393600000000001	0.94649	0.9120100000000001	0.90012	0.9143899999999999	0.9405500000000001	0.9405500000000001	0.9131999999999999	0.96552	0.9143899999999999	0.76408	0.76408	0.75827	0.94649	0.9405500000000001	0.9453	0.9357899999999999	0.94411	0.7494	0.97146	0.9476799999999999	0.9060600000000001	0.98454	0.9298500000000001	0.82164	0.8965500000000001	0.9976200000000001	0.9405500000000001	0.9393600000000001	0.9369799999999999	0.90725	0.92271	0.96552	0.9120100000000001	1.0	0.96552	0.94649	0.9524400000000001	0.9096299999999999	0.9167700000000001	0.9013100000000001	0.90369	0.98454	0.7494	0.75	0.9417399999999999	0.9405500000000001	0.9381700000000001	0.9369799999999999	0.94411	0.9013100000000001	0.9405500000000001	0.94411	0.76273	0.9369799999999999	0.94411	0.9381700000000001	0.96552	0.9120100000000001	0.9762200000000002	0.0	0.9108200000000001	0.94411	0.96314	0.75
S_marcescens_WVU-010	0.91558	0.95719	0.95363	0.95719	0.98335	0.95719	0.956	0.92874	0.91795	0.9274700000000001	0.95838	0.95719	0.92874	0.9976200000000001	0.9274700000000001	0.76366	0.75985	0.76493	0.956	0.95363	0.95838	0.9476799999999999	0.96195	0.7494	0.9821600000000001	0.96552	0.92271	0.9643299999999999	0.9369799999999999	0.8371	0.9143899999999999	0.96552	0.95363	0.95719	0.94887	0.92509	0.9357899999999999	0.9976200000000001	0.92874	0.96552	1.0	0.9595700000000001	0.97265	0.92271	0.9298500000000001	0.9191400000000001	0.9239	0.9643299999999999	0.74639	0.7540000000000001	0.9595700000000001	0.95363	0.95006	0.94887	0.96195	0.9191400000000001	0.95363	0.96195	0.75985	0.94887	0.96195	0.95006	0.9976200000000001	0.92866	0.9679000000000001	0.0	0.92509	0.96195	0.97384	0.7488
S_marcescens_BWH-23	0.91558	0.95125	0.95006	0.9357899999999999	0.9643299999999999	0.95125	0.9667100000000001	0.92755	0.91795	0.9346	0.9524400000000001	0.9476799999999999	0.9251799999999999	0.9595700000000001	0.9346	0.75445	0.7534899999999999	0.75858	0.9667100000000001	0.9476799999999999	0.9524400000000001	0.97979	0.956	0.74699	0.9607600000000001	0.9548200000000001	0.9274700000000001	0.9476799999999999	0.9679000000000001	0.8311499999999999	0.9143899999999999	0.94649	0.9476799999999999	0.95125	0.98098	0.92509	0.9369799999999999	0.9595700000000001	0.9323	0.94649	0.9595700000000001	1.0	0.96195	0.9310299999999999	0.9369799999999999	0.9191400000000001	0.9239	0.9476799999999999	0.74399	0.7469100000000001	0.95363	0.9476799999999999	0.9821600000000001	0.98098	0.956	0.9191400000000001	0.9476799999999999	0.956	0.75476	0.98335	0.956	0.9821600000000001	0.9595700000000001	0.9334100000000001	0.9524400000000001	0.0	0.93222	0.956	0.95006	0.74639
