	S_marcescens_SER00094	S_liquefaciens_FDAARGOS_125	S_marcescens_WVU-002	S_marcescens_UMH2	S_marcescens_AR_0124	S_marcescens_AR_0027	S_ficaria_NCTC12148	S_marcescens_WVU-003	S_marcescens_UMH3	S_marcescens_4201	S_marcescens_E28	S_marcescens_AR_0099	S_marcescens_AR_0130	S_marcescens_CAV1761	S_marcescens_U36365	S_marcescens_N10A28	S_marcescens_3024	S_marcescens_AR_0131	S_marcescens_WVU-001	S_liquefaciens_ATCC_27592	S_marcescens_UMH1	S_marcescens_C110	S_liquefaciens_S1	S_marcescens_AS-1	S_marcescens_1140	S_marcescens_N4-5	S_marcescens_ATCC_274	S_marcescens_UMH11	S_marcescens_UMH6	S_marcescens_SGAir0764	S_marcescens_WVU-006	S_marcescens_95	S_marcescens_WVU-010	S_marcescens_FDAARGOS_65	S_marcescens_SM39	S_marcescens_UMH10	S_marcescens_CAV1492	S_marcescens_WW4	S_marcescens_UMH7	S_marcescens_WVU-007	S_proteamaculans_336X	S_marcescens_B3R3	S_marcescens_BP2	S_marcescens_AR_0121	S_liquefaciens_HUMV-21	S_marcescens_AR_0091	S_marcescens_WVU-008	S_proteamaculans_568	S_marcescens_332	S_marcescens_WVU-004	S_marcescens_UMH8	S_liquefaciens_FG3	S_quinivorans_NCTC13188	S_marcescens_2838	S_quinivorans_PKL	S_marcescens_1602	S_marcescens_ATCC_13880	S_marcescens_AR_0122	S_marcescens_UMH5	S_marcescens_UMH12	S_marcescens_BWH-35	S_marcescens_WVU-009	S_marcescens_WVU-005	S_marcescens_SmUNAM836	S_marcescens_UMH9	S_marcescens_BWH-23	S_marcescens_Db11	S_marcescens_RSC-14	S_marcescens_SMB2099	S_marcescens_AR_0123
S_marcescens_E28	0.9513367724236642	0.8388315161744022	0.9791288377392888	0.9448561163447952	0.9611756152389966	0.9612532549857551	0.8801825621414914	0.9515548160455732	0.9608696327683618	0.9454940462700661	1.0	0.9610843401135291	0.9416031684334513	0.9938666336224701	0.9496423456199138	0.9796909431377028	0.960811378422654	0.9615311327014219	0.9515549845715642	0.8386152310745675	0.9516624510739857	0.9608116171308214	0.8382416041145399	0.9511998488120951	0.9608201123595506	0.9516724665856622	0.9522894213075062	0.9515500594671741	0.9438962375059496	0.9511454422098377	0.9457543836268443	0.9893195914396887	0.9792350159598724	0.960865191359474	0.9605467108376715	0.9515502901998096	0.9938681016318942	0.9495167529076668	0.9452991666666668	0.9792294642042865	0.8367343174781874	0.9494478056206088	0.949838722741433	0.9615239431279622	0.8384818204627823	0.9608742514827995	0.9789510623131755	0.8386257832678271	0.9712324595623215	0.9791206244302645	0.95186754767077	0.8392654133036459	0.8380155508474576	0.9608106697892271	0.8384144390798071	0.9614482136105861	0.9517043052884615	0.9615351007347712	0.9795650458295143	0.9514477488038278	0.9893640255245513	0.940353831851253	0.951312486280124	0.9611674501424502	0.961678186157518	0.9515025470574219	0.9516998942420682	0.945916051502146	0.9611327399857786	0.9615210666034605
S_marcescens_AR_0099	0.9514116834170855	0.8384652165674065	0.9626981117620551	0.9437145086837295	0.9937807820332866	0.9857602738853503	0.8811429368614094	0.9523201187485727	0.9908845870994248	0.9439759352355073	0.9600680259433962	1.0	0.9435427329050023	0.9604932042007002	0.9530874598807887	0.9624424181981175	0.9854656274172754	0.9941054049686932	0.9523207855674812	0.8383794713896459	0.9528079913261811	0.985470601633004	0.8380134069485593	0.95394578766338	0.9854699570262141	0.9538588978556607	0.9544750621546961	0.9515639427412081	0.9434732439926063	0.9533961705037612	0.9438928626736507	0.960294181949807	0.9619997033707864	0.9860100367170627	0.986745019404916	0.951563940486925	0.9604821861875875	0.9525439315448659	0.9449275512554711	0.9619939752808989	0.8369085096546097	0.9519993416856493	0.9531269568245125	0.9941122354604202	0.8386610877759827	0.9911428793695697	0.9613199468320781	0.8390372306034484	0.9586413531894934	0.962694069400631	0.954081451283216	0.8384547241564007	0.8368377472673951	0.9854696519123336	0.8378701876019575	0.99119727141084	0.9538733494586501	0.9941078069466882	0.9617448729281768	0.9528747498852684	0.9604350518947622	0.9405898132295719	0.9518044711211777	0.9902116046803175	0.9908039370571072	0.9528726225045372	0.9524750863856255	0.94473210198431	0.9885809669369932	0.9941097657038982
S_marcescens_AR_0130	0.9522119829767657	0.8376655848032566	0.9433447472677595	0.9858563034512697	0.9439414696412145	0.9437539250814334	0.8773131327527053	0.9527235743992607	0.9429862184679472	0.9855730924479167	0.942020680640603	0.944062252873563	1.0	0.9428481841432226	0.9514757887548372	0.9433665100364964	0.9434898200093501	0.9439878776730283	0.9527113655268022	0.837226290234588	0.9531769436064051	0.943556149169979	0.8370485656620023	0.9525372733532247	0.9435520388122517	0.9517271875729969	0.9517794670050762	0.9528196432681243	0.990542627368421	0.9523971780128795	0.985841478995236	0.9442061380642046	0.9431303350045579	0.9433908125145927	0.9435959662684469	0.952819415420023	0.9428365550906554	0.9526219880897847	0.9864639700780572	0.9431340018231539	0.8356216349809887	0.9509361246612467	0.952918036040146	0.9440052253909843	0.8376629756756756	0.9441977635782748	0.9428180944774076	0.8371272271223816	0.9426659073359074	0.9433535040983608	0.9518648849516796	0.8371124864572049	0.8364490062790063	0.943615236202058	0.8368948502335806	0.9431666186381595	0.9515589529276693	0.9439873620055198	0.9432701784897024	0.9528081206496518	0.9441897464380584	0.9822967888563051	0.9522866102480871	0.9433511460517121	0.9434504933674656	0.953066835443038	0.9523590239410682	0.9855517677756034	0.9431462010142923	0.9439898505059797
S_marcescens_CAV1761	0.9512025428907168	0.8376942092324501	0.9789836042086413	0.9449165801668211	0.961054925198691	0.9603923731968357	0.8804132391713749	0.9504699745134384	0.9607816064350665	0.9453685677985678	0.9944956633704162	0.9613033200748713	0.9435627574130283	1.0	0.949755975869411	0.9799065094972068	0.9606357574349442	0.9613509875965365	0.9504700880444856	0.837447725262576	0.9509982461466605	0.960637128252788	0.8373729498364233	0.9513806200810875	0.9606459679293515	0.9511580339631667	0.9517790714794586	0.9510482994627424	0.9443569771241829	0.9511571094681612	0.9453131298065718	0.9902644158878505	0.9790737522401434	0.9608478484848485	0.9605081448598132	0.9510485307171221	0.9999888204939182	0.949286964744338	0.945396773364486	0.9790673969534051	0.8355343787962453	0.9495514869626499	0.949294721180881	0.9612992136672126	0.8377952622950819	0.9610145812807882	0.978989247457627	0.8375331607929515	0.9711144039270687	0.9789668412805016	0.9515590690476191	0.8378029081081081	0.8370732965212591	0.9606674691501746	0.8371739794501527	0.9614606149169979	0.9511447465656088	0.9613515071378423	0.979587592259226	0.9510614218566393	0.9905367112810707	0.9397403021978022	0.9509663463345865	0.9604839666901244	0.9614782898141613	0.9511625923328657	0.9513536818609022	0.9455855327582188	0.9607938619883041	0.961350786516854
S_marcescens_U36365	0.9542447166443553	0.8375439303882196	0.9498854385161438	0.9515041184479239	0.9527018609453878	0.9540164241450539	0.8785269705578511	0.9531509268402155	0.9522742117323557	0.9516740605923582	0.9484936372315036	0.9530649313501144	0.9516769958847736	0.9487686383981155	1.0	0.9495726662097327	0.9525297746090157	0.952625049436652	0.953137605475763	0.8371057431885623	0.953677543859649	0.9525305059797607	0.8370750932338838	0.9689843839285714	0.952535376121463	0.9690896157283289	0.969095821261422	0.9534872067415731	0.9517220183066362	0.9692345141065832	0.9516196658331438	0.9495041767262192	0.9494511131428572	0.9526332912264586	0.9527244598980066	0.9534867752808989	0.9487653440150802	0.9824026362456748	0.951822357483534	0.9494502765714288	0.835822052389954	0.9940019248151191	0.9850521117484597	0.9525884548171994	0.8374599599679745	0.9525105437026842	0.9494022521085025	0.837240466883822	0.9486427012310606	0.9498891710556447	0.9691945787952879	0.8369999467660368	0.8367790667025282	0.9525297930082798	0.8374723125	0.9530000206944127	0.9688096483078965	0.9526266076356946	0.9494567238618165	0.9535524774774774	0.9494715351194788	0.9459420160673299	0.9533625718778077	0.9528134369960839	0.952838937342208	0.9537338404159132	0.9546539129459279	0.9519454121376812	0.9529860901395562	0.9526259346976316
S_marcescens_N10A28	0.9514789244119662	0.8377243602783726	0.9897608597002497	0.944732122375254	0.9618381113585746	0.9623224876515493	0.8792331847968545	0.9514101230909505	0.9621961466666666	0.9451487917507285	0.9784406486731685	0.9621047553380784	0.9427352457531144	0.978796430946575	0.949396402452873	1.0	0.9621936500112033	0.9621816863707341	0.9513947253248235	0.8378943666937891	0.9514232633500684	0.9621235999103942	0.8374091613247864	0.9512547742532993	0.9621309074613489	0.9517364664067876	0.9513809354017133	0.9514134826325412	0.9429945632597931	0.9511946294580825	0.9451095490595968	0.9782886031452358	0.989765940882598	0.9624139743301058	0.962311052036199	0.951413702010969	0.9787969097761028	0.9489492620176033	0.9444657637474541	0.9897656182348044	0.8367954856212697	0.9490788408422006	0.9488507601809956	0.962143941556993	0.838539744623656	0.9621635409689664	0.9864815621052632	0.8378687981551818	0.9737796439909298	0.9897619109075769	0.9511465565496673	0.8380605267379678	0.8377983709545826	0.9621262805287925	0.8377793554528148	0.962410970765454	0.9509140892279241	0.9621893843408432	0.9890117631027253	0.9509405495763683	0.97836746182323	0.9409277242972661	0.9508231361760661	0.9622734648829432	0.9622184634309998	0.9512908605341245	0.9511888574686431	0.9452565177160912	0.9617763543061133	0.9621832954038376
S_marcescens_3024	0.9526261697722568	0.8381858328855454	0.9626785352622063	0.9452801146263182	0.9852805886143933	0.9863394976485677	0.8804596464117339	0.9524452384211728	0.9842983393578567	0.9454939192560673	0.9598252703018956	0.9852897704847705	0.9437367080599812	0.9598968198700092	0.9527952170916609	0.9624594684684684	1.0	0.9857052862389286	0.9524258704083961	0.837869265582656	0.9526014763869785	0.9999912549314296	0.8376208526512124	0.9542517497670084	0.9999886267142588	0.9545444732539126	0.9543832541346379	0.9527229402372263	0.9440691854782406	0.9544957469121417	0.9451897601096642	0.95960563171722	0.9623665056433409	0.9973965769306348	0.9868023502994012	0.9527227144160585	0.9598897260909935	0.9525246189270089	0.9454545304247991	0.9623669480812642	0.8366008058409952	0.9530795339761248	0.9532159822885109	0.9857152343918774	0.8382690469798659	0.9858293349168646	0.9617919830281375	0.8376768229587711	0.9572412806730545	0.9626777056962024	0.9539481748785565	0.8377488074369189	0.8368069683136413	0.9998272073767409	0.8374713409337676	0.9862619056847546	0.9537292200879426	0.9857136552171095	0.9620506012159424	0.9530332576799634	0.9598253274378585	0.9404683442433579	0.9510802045454547	0.9855227912465137	0.986176027249135	0.9527608853809197	0.9528644017487345	0.9459811733760293	0.9863066788793105	0.9857094511668106
S_marcescens_AR_0131	0.9515548273496455	0.8382387145557657	0.9629633759820426	0.9445227178183498	0.9938708269308532	0.9875967967409949	0.8801871439831845	0.9524420625142597	0.991674818013572	0.9446618734235267	0.9605413887576759	0.9942434639466775	0.9432626565726083	0.9606119040968345	0.9526135303550973	0.9624475460260441	0.9857334488734836	1.0	0.9524420739219714	0.8379743867795685	0.9525471223513329	0.9857338734835355	0.8378298381003778	0.9534048525714286	0.9857332993934144	0.9544880698529411	0.9539285642201836	0.952453048140543	0.9437547004180213	0.9541415365123244	0.944127755851308	0.9606972751322752	0.9626779775784755	0.9861183340563991	0.9866710723514212	0.9524530458590006	0.960602790318827	0.9517596403872753	0.9443906524236161	0.9626722690582961	0.8367289175958662	0.9527924684560679	0.9529143402777779	0.9999219777821862	0.8383682406907719	0.9906770573770491	0.9609058681707586	0.8376829121475053	0.9589261956521739	0.9629577261503927	0.9539085330296128	0.838268371967655	0.8368609834754799	0.985735153812825	0.8374167316017315	0.9917603141144865	0.953473082412523	0.9999873755207301	0.9623499064796259	0.9528778325688073	0.9607060442733398	0.9395233307543519	0.9520905245075584	0.9904326134225382	0.9909951433915213	0.952901789377707	0.952562460829493	0.9448282489012261	0.988514203290981	0.9999990279706409
S_marcescens_WVU-001	0.9897504545454545	0.8361594408945687	0.9521288972260118	0.9527244251824819	0.9525898923253151	0.9523902460901564	0.8763977437759336	0.9999975968841285	0.9526575424117377	0.9526225988187187	0.950743709945407	0.9525549200182816	0.9526843217592592	0.9500357980456027	0.953833105464358	0.9516908472635678	0.9525908382959231	0.9524118797164418	1.0	0.8354763806468859	0.9903392267061062	0.9525832455336692	0.8355470789194916	0.9583394272237196	0.9525856894182319	0.9582683811659193	0.9595763581757508	0.9899763901721965	0.9531206031083277	0.9585176572327043	0.9529641989958922	0.950460713777567	0.9520642373266651	0.9527542244148692	0.9527307255664913	0.9899763901721965	0.950049576448685	0.9533086719457013	0.9528824452054796	0.9520622755171629	0.8355381705342687	0.9533141079865017	0.9536632088208822	0.9524296502057614	0.8361581784386617	0.9526444302352135	0.9517414218116268	0.8368015863945578	0.9496228537956889	0.9521306730331969	0.9597485100730573	0.8361818368435086	0.8365142938465709	0.9525836151202749	0.8369024802613666	0.9525428790304138	0.9587366497237569	0.9524117470843816	0.9518933887497153	0.9900566583281217	0.9504688967971531	0.9483792558496356	0.9897400416927247	0.9523017115472386	0.9526942942391554	0.9895759551512587	0.989985630535639	0.9532445211428572	0.9527437528815123	0.9524316739080723
S_liquefaciens_ATCC_27592	0.8360290128410915	0.9890048329156224	0.8374691333693306	0.837240756004367	0.8382202101528385	0.8377303185224839	0.8505559593256622	0.8360267122552965	0.8382941934604904	0.8368702715915263	0.8382578063241108	0.8384472680131004	0.8372382495190986	0.8377695105088495	0.8369196175599245	0.8376591752577319	0.8380417043288864	0.8384016916780354	0.8360199865915796	1.0	0.8363856096904442	0.8380307514293491	0.988702208221442	0.8369278559826745	0.8380309801252382	0.8366222048937887	0.8370374905558555	0.8361788630283574	0.8372656738951415	0.8370498699891659	0.8371285329341319	0.8384913696323322	0.8374948555225492	0.838137767492513	0.8375630860855442	0.8361788630283574	0.8377704977876107	0.8370583000539666	0.8374224958993984	0.8374950742641102	0.8794855604181863	0.8369135173713979	0.8368409464909924	0.8384441757641922	0.9889883949071175	0.8377682714711461	0.8379528084990467	0.8800008832807571	0.8378472952171524	0.8374691522678187	0.8372053692722373	0.9851625796245519	0.8797644587067086	0.8380344622924041	0.879848113939394	0.8379995468113975	0.8366283189887035	0.8383981659388645	0.8377526292986731	0.8359977518756699	0.8385666301600674	0.8322941315192743	0.8361877374226527	0.838057937976061	0.8383082625272331	0.836510177467061	0.8362829299704858	0.8371797958628199	0.8381433532608696	0.8384444159388647
S_marcescens_UMH1	0.9904721283354512	0.8364716171003719	0.9516627736063709	0.9523144454566158	0.9528509963436929	0.9528232284730195	0.876865819458897	0.9905248215417107	0.9527369486887115	0.9528052597994531	0.9509141805621725	0.9528375074048758	0.9531685120705664	0.9504855138662316	0.9538783856502242	0.9518583058230169	0.9523710641699017	0.9527762693710118	0.9905241224920803	0.8363195371367061	1.0	0.9523719593514501	0.836361379585327	0.9584176757242306	0.9523738844485041	0.9583839816267086	0.9596384449388209	0.991560398257623	0.9536001247689463	0.9584887063563116	0.9523715604949586	0.9502881731684112	0.9516683276450512	0.9525771366643853	0.9527431854746037	0.991559977183157	0.9504754020041948	0.9534211557562078	0.952639652809502	0.9516761296928327	0.8360017285288539	0.9537412528115159	0.9537088427898631	0.9527797379216043	0.8368868090787718	0.9528317499429614	0.9516761711302768	0.8367932422931315	0.9493881159080243	0.9516715540386802	0.9595906141906875	0.8369016154873166	0.8365416243928765	0.9523698995204385	0.8368228246137165	0.9528523761926398	0.9589115034421497	0.9527781221513218	0.9515420022701475	0.9911054	0.9503168712824173	0.948193498273878	0.9908479047217538	0.9527449474885845	0.952838881548975	0.9912302852947348	0.9910126804558886	0.9528411800818554	0.9525005470359352	0.9527778299521312
S_marcescens_C110	0.9521778492647058	0.8383394807640572	0.9624258329571106	0.9451021104491293	0.9850163157894737	0.9861992965576224	0.880180703084161	0.9520169316628702	0.9841681186224489	0.945402502266546	0.9592899394503958	0.9850576163913324	0.9432258926487748	0.9596925838538053	0.9525661688460656	0.9621903625309615	0.9999913434798948	0.9855453164830417	0.9519999726651481	0.8377636836403033	0.9520338700114025	1.0	0.8378236666666666	0.9538430114033046	0.9999974215373051	0.9540839902052238	0.9541352517482516	0.9521102069122328	0.9439614800185874	0.9542108707799767	0.9450655987202926	0.9595700404761905	0.9622362742444746	0.9973714670070699	0.9866755890528117	0.9521099840836744	0.9596844899375434	0.9519903285090742	0.9454515180004586	0.9622364930085701	0.8368398590403904	0.9526196036655212	0.9524959948860995	0.9855548822639878	0.8385260338345866	0.9854860081949537	0.9614510053499777	0.8380319265063497	0.9574854371201497	0.9624260225733635	0.9537483009708738	0.8375717256048923	0.8373448020468623	0.9997718708827406	0.8377852963567157	0.9859942294446836	0.9536381670909512	0.985553953337654	0.9619007370786519	0.9526027478300594	0.9597185986653957	0.9403726954177897	0.950851136312089	0.9852491684526361	0.9858096047516199	0.9524490615701534	0.9523667263544536	0.9459594739249773	0.9860943593615186	0.9855488439930856
S_liquefaciens_S1	0.8359733868421053	0.9894685093037842	0.8368616627078385	0.8369329770176377	0.8383665478424015	0.8382442636895268	0.8511424439166007	0.835672678197065	0.8387526483050847	0.8371208018114011	0.8380152073606153	0.8384045978552278	0.8369929970485644	0.8375363874628478	0.8373147835325365	0.8373271686586986	0.837878243279212	0.8384416984169575	0.8356742138364781	0.9885365260545906	0.8360556123255201	0.837879068405643	1.0	0.8370427810335642	0.8378793691775352	0.8369392781316347	0.8371952140388195	0.8356954306722689	0.837052210329141	0.8372586839295248	0.8369872074966533	0.8384534728724871	0.837636826645686	0.838251552	0.8380529298853638	0.8356952100840337	0.8375699054309645	0.8371075930851063	0.8367008802347293	0.8376373380540256	0.8795743932853717	0.8376189071618036	0.8371935672669493	0.8384336963519313	0.9886064911559029	0.8380975641025641	0.8377596477181745	0.8800724898446834	0.8376678367456896	0.8368600316706254	0.8368642356352135	0.9848601900584796	0.8795889045346061	0.8378766915091831	0.8799185341317366	0.8382992507358844	0.8367102252252252	0.8384423819742489	0.8378624187533299	0.8352598423541775	0.8384131523835768	0.8323883154602324	0.8351802444794951	0.8381961168935149	0.8384385384821669	0.8360892492730636	0.8361837750263437	0.8371889962526767	0.8385733324403963	0.8384328326180258
S_marcescens_AS-1	0.9578400244770806	0.837091369716426	0.9521828318171215	0.952565099931082	0.9539910904925545	0.9548863468289259	0.87947418362024	0.9578945886572519	0.9540987215451828	0.9531271951498513	0.9502402223284723	0.9542324747937673	0.9523721607347877	0.9504211250592137	0.9694018017817372	0.9515640864714087	0.954454639944069	0.9542494594594595	0.9578766464918179	0.8367389416846653	0.9584350235478807	0.9544555558144954	0.8370106538049304	1.0	0.9544572843822843	0.9922122133963075	0.9883365135654775	0.9581868299711817	0.9526525218793184	0.9936620222829515	0.9527501531778693	0.950897999516207	0.9520128997668998	0.9545019509345796	0.9543674134705331	0.9581863999113278	0.9504192965419234	0.9680855045667187	0.9527082005494506	0.9520146153846154	0.8364769209809265	0.9694407301869992	0.9682677743156021	0.9542593311956025	0.8368699362211003	0.9541890135352147	0.9516160962072155	0.8372389493739795	0.9491341550789535	0.9521835129461161	0.9883974621454468	0.8374968228325255	0.8365863538585641	0.9544530995106036	0.8368953544372295	0.9542920000000001	0.9874011689145793	0.9542581287219423	0.9514171111624683	0.9579747919946031	0.9508524395551259	0.9477702873563218	0.9574913129496403	0.9543716497695851	0.9543744423963135	0.9583791862284821	0.9583986332063634	0.9528977813504824	0.9544999271070616	0.9542560939289806
S_marcescens_1140	0.9521145107068847	0.8384961592442646	0.9622345528455286	0.9450230555555555	0.9853133907798364	0.9862712315586915	0.8804085297211994	0.9519998471366644	0.9843424925436728	0.9453018210717531	0.959397345894394	0.9852236750483558	0.9433493867041198	0.9597428214037527	0.9522828761467891	0.9620246732762507	0.9999889475662471	0.9856969365663565	0.9520021560574948	0.8379294811192611	0.9520931088792512	0.9999966854565954	0.8378672506017653	0.9536118258034467	1.0	0.953924236971255	0.9537517575757576	0.9520201002734732	0.9436996951361414	0.9539388922574626	0.9450869826007324	0.9597500738798855	0.9619764756317689	0.9973521142520614	0.9870084890698673	0.9520198769371011	0.9597348343757238	0.9520440663136082	0.9452309262238566	0.9619764756317689	0.8371331600435492	0.9523920022909509	0.9524385036071678	0.9856382333838494	0.8386403771551725	0.9857339472546477	0.961396099955377	0.838379389084985	0.9572871969166084	0.9622350316169828	0.9535905205923183	0.8374332482721957	0.8377924282620466	0.9997649774266367	0.838179562602515	0.9861981402373248	0.9533712054604351	0.9857062675903875	0.9617925202702704	0.9525538401648729	0.9598559923664123	0.9399474894271433	0.9508479017958626	0.9854197228786252	0.9860314183629276	0.9522155619134813	0.9523747850080478	0.9458363421896473	0.9864059913513513	0.9857005045474232
S_marcescens_N4-5	0.9575473273942093	0.8363370539750068	0.9524503104161877	0.9519231603662833	0.9541893402777779	0.9542898023994354	0.8787938828125	0.9579472898876406	0.9542024589025238	0.9523396300604933	0.9502893252720678	0.9546028223562152	0.9514370269636576	0.9502673561578696	0.9692738330722758	0.9518285496887249	0.9544223815110278	0.9545599930715934	0.9579457878174872	0.8364888790083534	0.9583465544332213	0.9544185335523229	0.8368154832663989	0.9922543466092572	0.9544225574847489	1.0	0.9883480941023417	0.9578972480967307	0.9515054617722705	0.9919282491364422	0.9520190862351017	0.9504918756073859	0.9524533249022764	0.9544880892018779	0.9544492669172933	0.957897028660994	0.9502627960057062	0.9676878451929511	0.9518698315395413	0.9524466314095195	0.8358094668470907	0.9688570643431637	0.968215744067421	0.9545694688221709	0.8367647892209178	0.9542217601102941	0.9519614213314904	0.836554584915898	0.9491294035171103	0.9524468682455737	0.9883366573094364	0.8377277762911426	0.8359543515541265	0.9544184467386204	0.8359912194466829	0.9542800529831837	0.9872976288884054	0.9545652448036951	0.9515379999999999	0.9577466411698538	0.9505115941676792	0.9459235570209465	0.9577706485875705	0.9541948846331333	0.9543628515172573	0.9584042735234672	0.9582075506072876	0.9521282920560747	0.9541281396957123	0.9545626997690532
S_marcescens_ATCC_274	0.9593488681757657	0.8376794415969788	0.9520265810968495	0.9522774647235717	0.9542598385236448	0.954608692902319	0.8798902580984987	0.9590780917390336	0.9543674959537574	0.9528605283802491	0.9509641743119266	0.9545972691597414	0.9513897688929974	0.9510760237812129	0.9693557575757576	0.9518834181054596	0.95357762170976	0.9543760815480304	0.9590812959251838	0.8369928927410617	0.9595924849565411	0.9535783042161659	0.8372652201933404	0.9881559795134444	0.9535825716282321	0.988106784093365	1.0	0.9589794621513944	0.9524333735778965	0.9883965460385439	0.9524980022988507	0.9506660131195337	0.9519934717685488	0.9543407266355141	0.954744591091209	0.9589792363877822	0.951069980979553	0.9680236169265035	0.9528463157894738	0.9519871418572096	0.8363955104818949	0.9680628663410302	0.9685247044389919	0.9543780465330569	0.8374244578313254	0.9541606711254613	0.9514416246822279	0.837712720130046	0.9497973758022344	0.9520181843640606	0.9941059585600671	0.8380492922744462	0.8370882209585703	0.9535771342031687	0.8371500054200542	0.9545999675249361	0.9931101755127935	0.954379048606312	0.9520436886199675	0.9587998379218473	0.9507508527696793	0.9473813868613139	0.9578757149171271	0.9544812066961171	0.9547956644981413	0.959180782358156	0.9595892734566526	0.9528464986123959	0.9544825459558824	0.9543746579129233
S_marcescens_UMH11	0.9896735345009495	0.8364966666666664	0.9517534873662646	0.9526030649876321	0.9528330867872681	0.9523963058931437	0.8766900927835052	0.9899029785894208	0.9529319048702776	0.9531166260987152	0.9508877526753865	0.9519097739602169	0.9531229879740981	0.9505436673674376	0.9537796001796945	0.952056697310963	0.9526619899244334	0.9527676451760403	0.9899435187906781	0.8360425730367195	0.991539468989836	0.9526633501259445	0.8359367268383329	0.9584728761947101	0.9526691365093908	0.9582218549107142	0.9594260207918603	1.0	0.9535366921119593	0.9584523670858152	0.9526484801812005	0.9506672124524715	0.9517542567721374	0.9529253078507668	0.95313480082892	0.9999973203125001	0.9505561238317758	0.9533272469635629	0.9525145624005456	0.9517479694969271	0.8355365579514825	0.9531149375557538	0.9535622371364653	0.9527776571428571	0.8363250677290838	0.9517908186738836	0.951509889090086	0.8370414585012088	0.9498939337717238	0.9517515046665149	0.9596127934686673	0.8363211799252536	0.8364569419703105	0.9526662482821804	0.8367093978201636	0.9528230282331512	0.9590320070655775	0.9527791382857143	0.9519117278666367	0.9911305640275747	0.9507817874970289	0.948939001518603	0.9898876894332572	0.9530088417692657	0.952853461713765	0.9908112997903564	0.9906219217830109	0.9534043744292238	0.9527407133027523	0.9527675817142857
S_marcescens_UMH6	0.9531655240073869	0.8378282397820164	0.943472941844616	0.9862675226000862	0.9438593531307551	0.9443202753992133	0.8772269976359337	0.9532942354031511	0.9434249792817679	0.9859872182719243	0.9435576082327893	0.94367582718894	0.9909165692048801	0.9443267256225274	0.9516197064846417	0.9432953971119133	0.9441535264014889	0.9437355928670681	0.9532885452860783	0.8373199835886215	0.953600272706263	0.9441544452198185	0.837472273587456	0.9527226754385965	0.9441647184737088	0.9517799183958965	0.9523609101435849	0.9535237930237931	1.0	0.9525458396682791	0.9864623246753247	0.9451546935368471	0.9434754861426624	0.9442796496964035	0.9444403876693133	0.9535235666435665	0.9443217015828678	0.9530881564374712	0.9865189494163424	0.9434692866878693	0.8365482387150374	0.951698288369984	0.9531496449026347	0.9436850984024081	0.8377430163043479	0.9438888893998622	0.9426078512960437	0.8378809554317549	0.9432082837253961	0.9434701453884599	0.9520179852466575	0.8375112617197965	0.8370354500412881	0.944153640381484	0.8375110781596452	0.9439479141670514	0.9516692881824466	0.9437407202408522	0.9432738914443423	0.9529968494101319	0.9451177253218884	0.9835669488406332	0.9529780762081783	0.9437900346500346	0.9439789187311878	0.9535013328697264	0.95339667281531	0.9859072831247302	0.9436851527070801	0.9437214308867793
S_marcescens_SGAir0764	0.9587745125223615	0.8371487621097954	0.9519805032618825	0.9531003727565578	0.9541078666046944	0.9535639760731879	0.8787249221991702	0.9586258228133454	0.9540556276053728	0.9536074885635866	0.9506748846247267	0.9538027454587262	0.9527524750174297	0.9507189809069213	0.9694032210998879	0.9517195316868593	0.9545922428806779	0.9542093907806347	0.9586260121731289	0.8372447873500546	0.9585781324354657	0.9545890021181453	0.8371759050445104	0.9938716213367067	0.9545942443502825	0.9921929732065686	0.9889385450247153	0.958226695421367	0.9530061108534322	1.0	0.9529538822721026	0.9508956681350954	0.9519766339640272	0.9545899787985865	0.954638146490815	0.958226500774165	0.9507121431980907	0.9683906975169301	0.9532711842410198	0.9519705442653584	0.8361455257393209	0.9691421140565828	0.9689344469424461	0.9541709451007643	0.8375862086582414	0.9535752374397798	0.9516456099836715	0.8379041569372795	0.9496703534750417	0.9519750186393289	0.9889806205711833	0.8380042647058825	0.8369714789687924	0.9545891574488115	0.8367565468409585	0.9544323600464576	0.9881698133680555	0.9542116241890639	0.9515088529139685	0.9583191916911266	0.9509172522632738	0.948697036747459	0.9575119650067296	0.9542306962172198	0.9543749814126393	0.9586698474994394	0.9587297086508292	0.953314584103512	0.9545802944559467	0.9542183827618165
