	Serratia_marcescens_N10A28	Serratia_marcescens_AR_0130	Serratia_marcescens_AR_0027	Serratia_marcescens_AR_0099	Serratia_marcescens_ATCC_13880	Serratia_marcescens_CAV1761	Serratia_marcescens_AR_0091	Serratia_marcescens_UMH10	Serratia_marcescens_AR_0124	Serratia_marcescens_UMH8	Serratia_marcescens_Db11	Serratia_marcescens_UMH11	Serratia_marcescens_SGAir0764	Serratia_marcescens_95	Serratia_marcescens_WVU-001	Serratia_marcescens_WVU-010	Serratia_marcescens_C110	Serratia_marcescens_UMH6	Serratia_marcescens_WVU-007	Serratia_marcescens_AR_0131	Serratia_marcescens_BP2	Serratia_marcescens_RSC-14	Serratia_marcescens_WVU-006	Serratia_marcescens_U36365	Serratia_marcescens_WVU-003	Serratia_marcescens_UMH1	Serratia_marcescens_4201	Serratia_marcescens_SMB2099	Serratia_marcescens_UMH3	Serratia_marcescens_WVU-005	Serratia_marcescens_2838	Serratia_marcescens_E28	Serratia_marcescens_B3R3	Serratia_marcescens_1602	Serratia_marcescens_BWH-23	Serratia_marcescens_AR_0123	Serratia_marcescens_WVU-002	Serratia_marcescens_UMH9	Serratia_marcescens_SER00094	Serratia_marcescens_SM39	Serratia_marcescens_332	Serratia_marcescens_UMH12	Serratia_marcescens_UMH7	Serratia_marcescens_SmUNAM836	Serratia_marcescens_ATCC_274	Serratia_marcescens_CAV1492	Serratia_marcescens_WW4	Serratia_marcescens_AR_0121	Serratia_marcescens_3024	Serratia_marcescens_1140	Serratia_marcescens_FDAARGOS_65	Serratia_marcescens_BWH-35	Serratia_marcescens_N4-5	Serratia_marcescens_AR_0122	Serratia_marcescens_AS-1	Serratia_marcescens_WVU-004	Serratia_marcescens_UMH5	Serratia_marcescens_WVU-008	Serratia_marcescens_WVU-009	Serratia_marcescens_UMH2
Serratia_marcescens_Db11	0.9516420988784622	0.9522456590752243	0.9539113356321839	0.9527024907749079	0.9589682217804285	0.9501348563419761	0.9525954925028834	0.9905196658259773	0.9527149665049666	0.9594816655577735	1.0	0.9905198738965953	0.9584051416462191	0.950181334604385	0.9899247597977244	0.9518695525114157	0.9528441255191509	0.9532314542107686	0.9518679406392694	0.9526286969557196	0.9548830879071842	0.9528616087252897	0.9524768870082343	0.9548443119677275	0.9899259768177028	0.9908570111790762	0.95287738952164	0.9526951049112289	0.9527379903203504	0.9902254777473107	0.9528415643747116	0.9505380435812412	0.9545593187402278	0.9527358446646693	0.9902914074699304	0.9526320438292966	0.9518659611872146	0.9527265851407475	0.9915756581125829	0.9532218874478926	0.9496958870588235	0.9905186406743941	0.9526819749715586	0.9528166026382782	0.9593653229744727	0.9501248913805185	0.9539236650157586	0.9526311508302584	0.9528436317489619	0.9528452561144438	0.9530406219653179	0.9501596306885871	0.9584246331613193	0.9526307933579337	0.9581921273743018	0.9518692876712329	0.9518559315068492	0.9516196052631579	0.9522452439580482	0.9525166742648736
Serratia_marcescens_UMH11	0.952056697310963	0.9531229879740981	0.9523963058931437	0.9519097739602169	0.9590320070655775	0.9505436673674376	0.9517908186738836	0.9999973203125001	0.9528330867872681	0.9596127934686673	0.9906219217830109	1.0	0.9584523670858152	0.9506672124524715	0.9899435187906781	0.9517542567721374	0.9526633501259445	0.9535366921119593	0.9517479694969271	0.9527676451760403	0.9535622371364653	0.9534043744292238	0.9526484801812005	0.9537796001796945	0.9899029785894208	0.991539468989836	0.9531166260987152	0.9527407133027523	0.9529319048702776	0.9898876894332572	0.9526662482821804	0.9508877526753865	0.9531149375557538	0.9528230282331512	0.9908112997903564	0.9527675817142857	0.9517534873662646	0.952853461713765	0.9896735345009495	0.95313480082892	0.9498939337717238	0.9911305640275747	0.9525145624005456	0.9530088417692657	0.9594260207918603	0.9505561238317758	0.9533272469635629	0.9527776571428571	0.9526619899244334	0.9526691365093908	0.9529253078507668	0.9507817874970289	0.9582218549107142	0.9527791382857143	0.9584728761947101	0.9517515046665149	0.9519117278666367	0.951509889090086	0.9524214707872771	0.9526030649876321
Serratia_marcescens_SGAir0764	0.9517195316868593	0.9527524750174297	0.9535639760731879	0.9538027454587262	0.9881698133680555	0.9507189809069213	0.9535752374397798	0.958226500774165	0.9541078666046944	0.9889806205711833	0.9587297086508292	0.958226695421367	1.0	0.9508956681350954	0.9586260121731289	0.9519766339640272	0.9545890021181453	0.9530061108534322	0.9519705442653584	0.9542093907806347	0.9689344469424461	0.953314584103512	0.9529538822721026	0.9694032210998879	0.9586258228133454	0.9585781324354657	0.9536074885635866	0.9545802944559467	0.9540556276053728	0.9575119650067296	0.9545891574488115	0.9506748846247267	0.9691421140565828	0.9544323600464576	0.9586698474994394	0.9542183827618165	0.9519805032618825	0.9543749814126393	0.9587745125223615	0.954638146490815	0.9496703534750417	0.9583191916911266	0.9532711842410198	0.9542306962172198	0.9889385450247153	0.9507121431980907	0.9683906975169301	0.9541709451007643	0.9545922428806779	0.9545942443502825	0.9545899787985865	0.9509172522632738	0.9921929732065686	0.9542116241890639	0.9938716213367067	0.9519750186393289	0.9515088529139685	0.9516456099836715	0.953004530424799	0.9531003727565578
Serratia_marcescens_95	0.9790201117318436	0.9451004763056093	0.962657846117312	0.9614068966351974	0.9512800433734939	0.9908258614792647	0.9616071878025169	0.951496351512265	0.9615854554240154	0.9523272090753844	0.9517841886701871	0.9514961181233628	0.9517565562591329	1.0	0.9514049869265511	0.9784074646581692	0.9608510475962689	0.9456736178374492	0.9784011587485516	0.9616156897386254	0.9506533748502994	0.9470077873977876	0.9469529133669307	0.9506134826834586	0.951402234371286	0.9514747079942558	0.9464157950191572	0.961390594777563	0.9616480255853247	0.9507381145184475	0.9608977580838324	0.9905364302806178	0.9501121871992301	0.9616574004344679	0.9516896443065171	0.9616205638915779	0.9783582553290084	0.9618083506902401	0.9518054149627134	0.9611474523062064	0.9735847460844802	0.9515444102810473	0.9469256812153364	0.9619378065296253	0.9519247720068276	0.9908185912783242	0.9507740473344489	0.9615663658359546	0.960856536713705	0.9608578139201148	0.9614225000000001	0.9997212836920691	0.9516475723668208	0.961624732639729	0.9517393135345666	0.9783464133456906	0.9790765196078431	0.9785821480611046	0.9468859111644659	0.9463079880952381
Serratia_marcescens_WVU-001	0.9516908472635678	0.9526843217592592	0.9523902460901564	0.9525549200182816	0.9587366497237569	0.9500357980456027	0.9526444302352135	0.9899763901721965	0.9525898923253151	0.9597485100730573	0.989985630535639	0.9899763901721965	0.9585176572327043	0.950460713777567	1.0	0.9520642373266651	0.9525832455336692	0.9531206031083277	0.9520622755171629	0.9524118797164418	0.9536632088208822	0.9532445211428572	0.9529641989958922	0.953833105464358	0.9999975968841285	0.9903392267061062	0.9526225988187187	0.9527437528815123	0.9526575424117377	0.9897400416927247	0.9525836151202749	0.950743709945407	0.9533141079865017	0.9525428790304138	0.9895759551512587	0.9524316739080723	0.9521288972260118	0.9526942942391554	0.9897504545454545	0.9527307255664913	0.9496228537956889	0.9900566583281217	0.9528824452054796	0.9523017115472386	0.9595763581757508	0.950049576448685	0.9533086719457013	0.9524296502057614	0.9525908382959231	0.9525856894182319	0.9527542244148692	0.9504688967971531	0.9582683811659193	0.9524117470843816	0.9583394272237196	0.9521306730331969	0.9518933887497153	0.9517414218116268	0.9528258411108581	0.9527244251824819
Serratia_marcescens_WVU-010	0.9895222587397949	0.9423253530751707	0.9623642071929429	0.9621540193215008	0.950915089017341	0.9781117928555381	0.9621318233040342	0.95158457688808	0.962219842377843	0.9516782848498953	0.9517640575736807	0.9515845268425841	0.9516043043275942	0.9774407925840093	0.9516492165793669	1.0	0.9623877619370899	0.9427875108077362	0.9999906071633787	0.9622421708903341	0.9496924897025173	0.9447737361142599	0.9444437747891496	0.9493684562685545	0.9516512138465042	0.9514091562428929	0.9444496351351351	0.9618238653759568	0.9623273554270462	0.9506552943850874	0.9623867541874151	0.9781966750285064	0.9488319129046968	0.9627551404810071	0.951441315909091	0.962247084548105	0.9998539605492168	0.9625871232259517	0.9516330320366133	0.9617268321566842	0.9734168682949098	0.9512263648771611	0.9438247097357128	0.9624640027075811	0.9516723261223541	0.9781177455608001	0.9489048289145705	0.9622525156950673	0.9623888753111564	0.9623960040751642	0.9624345267210146	0.9775506499535748	0.952072730195178	0.962251206278027	0.9514111098185203	0.9998508412299362	0.9876246953025815	0.9853011047131583	0.9443033393953171	0.9445108538513667
Serratia_marcescens_C110	0.9621903625309615	0.9432258926487748	0.9861992965576224	0.9850576163913324	0.9536381670909512	0.9596925838538053	0.9854860081949537	0.9521099840836744	0.9850163157894737	0.9537483009708738	0.9523667263544536	0.9521102069122328	0.9542108707799767	0.9595700404761905	0.9519999726651481	0.9622362742444746	1.0	0.9439614800185874	0.9622364930085701	0.9855453164830417	0.9524959948860995	0.9459594739249773	0.9450655987202926	0.9525661688460656	0.9520169316628702	0.9520338700114025	0.945402502266546	0.9860943593615186	0.9841681186224489	0.950851136312089	0.9997718708827406	0.9592899394503958	0.9526196036655212	0.9859942294446836	0.9524490615701534	0.9855488439930856	0.9624258329571106	0.9858096047516199	0.9521778492647058	0.9866755890528117	0.9574854371201497	0.9526027478300594	0.9454515180004586	0.9852491684526361	0.9541352517482516	0.9596844899375434	0.9519903285090742	0.9855548822639878	0.9999913434798948	0.9999974215373051	0.9973714670070699	0.9597185986653957	0.9540839902052238	0.985553953337654	0.9538430114033046	0.9624260225733635	0.9619007370786519	0.9614510053499777	0.9451049070887819	0.9451021104491293
Serratia_marcescens_UMH6	0.9432953971119133	0.9909165692048801	0.9443202753992133	0.94367582718894	0.9516692881824466	0.9443267256225274	0.9438888893998622	0.9535235666435665	0.9438593531307551	0.9520179852466575	0.95339667281531	0.9535237930237931	0.9525458396682791	0.9451546935368471	0.9532885452860783	0.9434754861426624	0.9441544452198185	1.0	0.9434692866878693	0.9437355928670681	0.9531496449026347	0.9859072831247302	0.9864623246753247	0.9516197064846417	0.9532942354031511	0.953600272706263	0.9859872182719243	0.9436851527070801	0.9434249792817679	0.9529780762081783	0.944153640381484	0.9435576082327893	0.951698288369984	0.9439479141670514	0.9535013328697264	0.9437214308867793	0.943472941844616	0.9439789187311878	0.9531655240073869	0.9444403876693133	0.9432082837253961	0.9529968494101319	0.9865189494163424	0.9437900346500346	0.9523609101435849	0.9443217015828678	0.9530881564374712	0.9436850984024081	0.9441535264014889	0.9441647184737088	0.9442796496964035	0.9451177253218884	0.9517799183958965	0.9437407202408522	0.9527226754385965	0.9434701453884599	0.9432738914443423	0.9426078512960437	0.9867405337925097	0.9862675226000862
Serratia_marcescens_WVU-007	0.9896136055276382	0.9424310585021627	0.9624927665836542	0.9622624006287898	0.9510281971765795	0.9784147076023392	0.9622283397161522	0.951574281491587	0.9622924628545699	0.9517186761284319	0.9518501256855576	0.9515740609367894	0.9516050906976743	0.9777767061006729	0.9516571038251367	0.9999898601800422	0.9625820153811354	0.9428075840909093	1.0	0.9623032443347543	0.949774296177615	0.9448440975056689	0.9444200227686703	0.9495716491548651	0.9516594262295083	0.9515648646188852	0.944509297455528	0.9620225641602881	0.9623911827478879	0.9508308714448237	0.9625811380090498	0.9785083546325879	0.9488489721969007	0.9628848404494383	0.9516188605867637	0.9623077069777877	0.9998499342359769	0.9627436584816401	0.9518140288593679	0.9619022050113895	0.9735852274285715	0.9513608399726838	0.9439046249435157	0.9626700496613996	0.9516748278268964	0.9784200405040505	0.9489416205802357	0.9623136092418125	0.9625831237276633	0.9625899479520255	0.9626273176257363	0.9778289224338133	0.9520641745120552	0.9623128645132347	0.9514179181204933	0.9998567640232108	0.9877291857021997	0.9853078742004265	0.9443444169129349	0.944470532731377
Serratia_marcescens_AR_0131	0.9624475460260441	0.9432626565726083	0.9875967967409949	0.9942434639466775	0.953473082412523	0.9606119040968345	0.9906770573770491	0.9524530458590006	0.9938708269308532	0.9539085330296128	0.952562460829493	0.952453048140543	0.9541415365123244	0.9606972751322752	0.9524420739219714	0.9626779775784755	0.9857338734835355	0.9437547004180213	0.9626722690582961	1.0	0.9529143402777779	0.9448282489012261	0.944127755851308	0.9526135303550973	0.9524420625142597	0.9525471223513329	0.9446618734235267	0.988514203290981	0.991674818013572	0.9520905245075584	0.985735153812825	0.9605413887576759	0.9527924684560679	0.9917603141144865	0.952901789377707	0.9999990279706409	0.9629633759820426	0.9909951433915213	0.9515548273496455	0.9866710723514212	0.9589261956521739	0.9528778325688073	0.9443906524236161	0.9904326134225382	0.9539285642201836	0.960602790318827	0.9517596403872753	0.9999219777821862	0.9857334488734836	0.9857332993934144	0.9861183340563991	0.9607060442733398	0.9544880698529411	0.9999873755207301	0.9534048525714286	0.9629577261503927	0.9623499064796259	0.9609058681707586	0.9443597081801471	0.9445227178183498
Serratia_marcescens_BP2	0.9492301686417501	0.9528550320806599	0.954217244732577	0.9529906638811514	0.9677349003101462	0.948386570093458	0.9528190238812891	0.9532602109041957	0.9528806773370448	0.9685795442418854	0.9547966383549397	0.9532604352703612	0.968540102862254	0.9494554015823543	0.953278800360117	0.9498740564090805	0.9528763307674365	0.9527885159660006	0.9498694657188719	0.9529747805897377	1.0	0.9530877256153144	0.9527325113947128	0.9852812316840094	0.9532785820391628	0.9537291007194246	0.9529703777878926	0.952654265249538	0.9528677808792745	0.9534755056689342	0.9528765445636956	0.9486298228393585	0.9849563957446811	0.9529511087817376	0.9538356073923823	0.9529789090064996	0.9498026088950025	0.9526285160241524	0.9542591172536782	0.9531834984738202	0.9480572425170868	0.9536316130493885	0.9530485541343079	0.9529775250758107	0.9685885666443403	0.948385710280374	0.9893997011155545	0.9529311606313834	0.9528779589456496	0.9528782015395382	0.9530325815470643	0.9494546655478304	0.9679386421122698	0.9529817850510677	0.9683519312346506	0.9497972352132049	0.9495718306322758	0.9493296343402226	0.9525517502278942	0.9524146255707763
Serratia_marcescens_RSC-14	0.9455442572011794	0.9854573392896057	0.9456480239245457	0.9446885879095523	0.9516884206896552	0.9447942860481421	0.9450729894301471	0.9529154052823315	0.9449113469104373	0.9521964730290456	0.9527899384545248	0.9529154098360655	0.9525615909090908	0.9458052409494125	0.9526652791068579	0.9446338581785229	0.945695836772123	0.9855180303030302	0.9446340779338469	0.9446914394816014	0.952698835039818	1.0	0.9905064263645725	0.9515360911758068	0.9526657256778309	0.9527790751708427	0.9897741068101843	0.9452167145172493	0.9449122744014733	0.9523879694621696	0.9457237064220185	0.9448150226136633	0.9518312063134161	0.9452183091453583	0.9529678317671326	0.9446948843128182	0.9447353127833182	0.9450942695330558	0.9529585031847132	0.9457154621072088	0.9439651287605295	0.9528309531392174	0.9903154469681184	0.9452891160858529	0.9523162756395483	0.9447872313084112	0.9522545711035266	0.9446477950023138	0.9456979550664832	0.9457113804173355	0.9455217006179903	0.9458116958503238	0.9518815734265735	0.9446957843590932	0.9524249102623102	0.9447342679057117	0.9446967791273053	0.944786658449126	0.9905888102627768	0.990018130937629
