	Serratia_marcescens_N10A28	Serratia_marcescens_AR_0130	Serratia_marcescens_AR_0027	Serratia_marcescens_AR_0099	Serratia_marcescens_ATCC_13880	Serratia_marcescens_CAV1761	Serratia_marcescens_AR_0091	Serratia_marcescens_UMH10	Serratia_marcescens_AR_0124	Serratia_marcescens_UMH8	Serratia_marcescens_Db11	Serratia_marcescens_UMH11	Serratia_marcescens_SGAir0764	Serratia_marcescens_95	Serratia_marcescens_WVU-001	Serratia_marcescens_WVU-010	Serratia_marcescens_C110	Serratia_marcescens_UMH6	Serratia_marcescens_WVU-007	Serratia_marcescens_AR_0131	Serratia_marcescens_BP2	Serratia_marcescens_RSC-14	Serratia_marcescens_WVU-006	Serratia_marcescens_U36365	Serratia_marcescens_WVU-003	Serratia_marcescens_UMH1	Serratia_marcescens_4201	Serratia_marcescens_SMB2099	Serratia_marcescens_UMH3	Serratia_marcescens_WVU-005	Serratia_marcescens_2838	Serratia_marcescens_E28	Serratia_marcescens_B3R3	Serratia_marcescens_1602	Serratia_marcescens_BWH-23	Serratia_marcescens_AR_0123	Serratia_marcescens_WVU-002	Serratia_marcescens_UMH9	Serratia_marcescens_SER00094	Serratia_marcescens_SM39	Serratia_marcescens_332	Serratia_marcescens_UMH12	Serratia_marcescens_UMH7	Serratia_marcescens_SmUNAM836	Serratia_marcescens_ATCC_274	Serratia_marcescens_CAV1492	Serratia_marcescens_WW4	Serratia_marcescens_AR_0121	Serratia_marcescens_3024	Serratia_marcescens_1140	Serratia_marcescens_FDAARGOS_65	Serratia_marcescens_BWH-35	Serratia_marcescens_N4-5	Serratia_marcescens_AR_0122	Serratia_marcescens_AS-1	Serratia_marcescens_WVU-004	Serratia_marcescens_UMH5	Serratia_marcescens_WVU-008	Serratia_marcescens_WVU-009	Serratia_marcescens_UMH2
Serratia_marcescens_SGAir0764	0.91795	0.9369799999999999	0.9203299999999999	0.92152	0.98573	0.9060600000000001	0.9191400000000001	0.92152	0.91795	0.98098	0.92271	0.92152	1.0	0.9143899999999999	0.9120100000000001	0.92271	0.9239	0.9357899999999999	0.92271	0.9239	0.9476799999999999	0.92271	0.9369799999999999	0.93824	0.9120100000000001	0.9203299999999999	0.9369799999999999	0.9274700000000001	0.92509	0.9203299999999999	0.9239	0.9167700000000001	0.9501200000000001	0.92866	0.9274700000000001	0.9239	0.92271	0.92271	0.9191400000000001	0.9262799999999999	0.9108200000000001	0.9203299999999999	0.9357899999999999	0.92271	0.98335	0.9060600000000001	0.9501200000000001	0.9239	0.9239	0.9239	0.9239	0.9143899999999999	0.98811	0.9239	0.9916799999999999	0.92271	0.92152	0.9084399999999999	0.9369799999999999	0.9405500000000001
Serratia_marcescens_95	0.96195	0.90725	0.94411	0.9429299999999999	0.92509	0.98454	0.9429299999999999	0.9393600000000001	0.9429299999999999	0.92271	0.9310299999999999	0.9393600000000001	0.9143899999999999	1.0	0.9476799999999999	0.9643299999999999	0.9476799999999999	0.9084399999999999	0.9643299999999999	0.94411	0.93222	0.9131999999999999	0.9143899999999999	0.92152	0.9476799999999999	0.9381700000000001	0.9120100000000001	0.9453	0.956	0.9381700000000001	0.9476799999999999	0.9607600000000001	0.9239	0.94887	0.9476799999999999	0.94411	0.9643299999999999	0.95363	0.9369799999999999	0.9453	0.97265	0.9381700000000001	0.9108200000000001	0.9417399999999999	0.92271	0.98454	0.92152	0.94411	0.9476799999999999	0.9476799999999999	0.9476799999999999	0.9976200000000001	0.9191400000000001	0.94411	0.9203299999999999	0.9643299999999999	0.96552	0.95719	0.9120100000000001	0.91795
Serratia_marcescens_WVU-001	0.9595700000000001	0.9131999999999999	0.9429299999999999	0.94411	0.9239	0.94649	0.94411	0.97979	0.9429299999999999	0.9191400000000001	0.95838	0.97979	0.9120100000000001	0.9476799999999999	1.0	0.956	0.94649	0.9120100000000001	0.956	0.9417399999999999	0.9262799999999999	0.9274700000000001	0.9191400000000001	0.92043	0.9976200000000001	0.98098	0.91558	0.94649	0.95719	0.98098	0.94649	0.9476799999999999	0.9168600000000001	0.94649	0.9667100000000001	0.9417399999999999	0.956	0.95006	0.97979	0.94411	0.94649	0.98098	0.9143899999999999	0.9453	0.9191400000000001	0.94649	0.91924	0.9417399999999999	0.94649	0.94649	0.94649	0.9476799999999999	0.9167700000000001	0.9417399999999999	0.91795	0.956	0.9607600000000001	0.9524400000000001	0.91558	0.92152
Serratia_marcescens_WVU-010	0.98335	0.9143899999999999	0.95838	0.95719	0.9298500000000001	0.96552	0.95719	0.95006	0.95719	0.9274700000000001	0.9369799999999999	0.95006	0.92271	0.9643299999999999	0.956	1.0	0.96195	0.91558	0.9976200000000001	0.95363	0.9357899999999999	0.92271	0.9239	0.92874	0.956	0.94887	0.9191400000000001	0.9595700000000001	0.97265	0.94887	0.96195	0.95719	0.92874	0.95838	0.9595700000000001	0.95363	0.9976200000000001	0.96552	0.9476799999999999	0.95719	0.9679000000000001	0.94887	0.91795	0.95363	0.9274700000000001	0.96552	0.92874	0.95363	0.96195	0.96195	0.96195	0.9643299999999999	0.92509	0.95363	0.92866	0.9976200000000001	0.9821600000000001	0.97384	0.9191400000000001	0.92509
Serratia_marcescens_C110	0.96195	0.9120100000000001	0.9916799999999999	0.98811	0.9334100000000001	0.94411	0.98573	0.94649	0.98335	0.9310299999999999	0.9334100000000001	0.94649	0.9239	0.9476799999999999	0.94649	0.96195	1.0	0.9131999999999999	0.96195	0.97979	0.9393600000000001	0.9298500000000001	0.92152	0.9251799999999999	0.94649	0.9453	0.9167700000000001	0.99049	0.97384	0.9453	0.9976200000000001	0.9334100000000001	0.9323	0.9821600000000001	0.956	0.97979	0.96195	0.9762200000000002	0.94411	0.98811	0.94887	0.9453	0.91558	0.9821600000000001	0.9310299999999999	0.94411	0.9358700000000001	0.97979	0.9976200000000001	0.9976200000000001	0.9976200000000001	0.9476799999999999	0.92866	0.97979	0.9298500000000001	0.96195	0.96314	0.9548200000000001	0.9167700000000001	0.92271
Serratia_marcescens_UMH6	0.9131999999999999	0.9893000000000001	0.9096299999999999	0.9108200000000001	0.9346	0.89774	0.9108200000000001	0.9167700000000001	0.90725	0.93222	0.9334100000000001	0.9167700000000001	0.9357899999999999	0.9084399999999999	0.9120100000000001	0.91558	0.9131999999999999	1.0	0.91558	0.9131999999999999	0.93222	0.9548200000000001	0.9821600000000001	0.9299299999999999	0.9120100000000001	0.91558	0.9869200000000001	0.9167700000000001	0.9191400000000001	0.91558	0.9131999999999999	0.9298500000000001	0.9406200000000001	0.91795	0.91558	0.9131999999999999	0.91558	0.9143899999999999	0.9143899999999999	0.9131999999999999	0.9025	0.91558	0.98811	0.9120100000000001	0.93222	0.89774	0.9228000000000001	0.9131999999999999	0.9131999999999999	0.9131999999999999	0.9131999999999999	0.9084399999999999	0.9369799999999999	0.9131999999999999	0.9381700000000001	0.91558	0.9143899999999999	0.90369	0.9893000000000001	0.98335
Serratia_marcescens_WVU-007	0.98335	0.9143899999999999	0.95838	0.95719	0.9298500000000001	0.96552	0.95719	0.95006	0.95719	0.9274700000000001	0.9369799999999999	0.95006	0.92271	0.9643299999999999	0.956	0.9976200000000001	0.96195	0.91558	1.0	0.95363	0.9357899999999999	0.92271	0.9239	0.92874	0.956	0.94887	0.9191400000000001	0.9595700000000001	0.97265	0.94887	0.96195	0.95719	0.92874	0.95838	0.9595700000000001	0.95363	0.9976200000000001	0.96552	0.9476799999999999	0.95719	0.9679000000000001	0.94887	0.91795	0.95363	0.9274700000000001	0.96552	0.92874	0.95363	0.96195	0.96195	0.96195	0.9643299999999999	0.92509	0.95363	0.92866	0.9976200000000001	0.9821600000000001	0.97384	0.9191400000000001	0.92509
Serratia_marcescens_AR_0131	0.95363	0.9120100000000001	0.98573	0.97741	0.9334100000000001	0.9405500000000001	0.9750299999999998	0.9417399999999999	0.9679000000000001	0.9310299999999999	0.9346	0.9417399999999999	0.9239	0.94411	0.9417399999999999	0.95363	0.97979	0.9131999999999999	0.95363	1.0	0.9405500000000001	0.9274700000000001	0.9167700000000001	0.92043	0.9417399999999999	0.9405500000000001	0.9143899999999999	0.97741	0.96552	0.9405500000000001	0.97979	0.9334100000000001	0.92755	0.98335	0.9476799999999999	0.9976200000000001	0.95363	0.9679000000000001	0.9393600000000001	0.97265	0.9453	0.9405500000000001	0.9131999999999999	0.9786	0.9310299999999999	0.9405500000000001	0.9311200000000001	0.9976200000000001	0.97979	0.97979	0.97979	0.94411	0.92866	0.9976200000000001	0.9298500000000001	0.95363	0.95719	0.94649	0.9143899999999999	0.9203299999999999
Serratia_marcescens_BP2	0.9310299999999999	0.9334100000000001	0.9357899999999999	0.9369799999999999	0.9595700000000001	0.92271	0.9369799999999999	0.9334100000000001	0.93222	0.9548200000000001	0.9429299999999999	0.9334100000000001	0.9476799999999999	0.93222	0.9262799999999999	0.9357899999999999	0.9393600000000001	0.93222	0.9357899999999999	0.9405500000000001	1.0	0.9262799999999999	0.92866	0.93943	0.9262799999999999	0.93222	0.9357899999999999	0.9417399999999999	0.9405500000000001	0.93222	0.9393600000000001	0.9405500000000001	0.94537	0.94411	0.9369799999999999	0.9405500000000001	0.9357899999999999	0.9369799999999999	0.9310299999999999	0.9381700000000001	0.9262799999999999	0.93222	0.9346	0.9369799999999999	0.9548200000000001	0.92271	0.96793	0.9405500000000001	0.9393600000000001	0.9393600000000001	0.9393600000000001	0.93222	0.9524400000000001	0.9405500000000001	0.95363	0.9357899999999999	0.9357899999999999	0.9274700000000001	0.9357899999999999	0.93222
Serratia_marcescens_RSC-14	0.92271	0.956	0.9262799999999999	0.92509	0.9239	0.9096299999999999	0.92509	0.93222	0.9262799999999999	0.9191400000000001	0.9453	0.93222	0.92271	0.9131999999999999	0.9274700000000001	0.92271	0.9298500000000001	0.9548200000000001	0.92271	0.9274700000000001	0.9262799999999999	1.0	0.9524400000000001	0.9228000000000001	0.9274700000000001	0.9310299999999999	0.9607600000000001	0.9310299999999999	0.9310299999999999	0.9310299999999999	0.9298500000000001	0.93222	0.92043	0.9298500000000001	0.9310299999999999	0.9274700000000001	0.92271	0.9262799999999999	0.9298500000000001	0.9274700000000001	0.9131999999999999	0.9310299999999999	0.9595700000000001	0.92152	0.9191400000000001	0.9096299999999999	0.91568	0.9274700000000001	0.9298500000000001	0.9298500000000001	0.9298500000000001	0.9131999999999999	0.9239	0.9274700000000001	0.92509	0.92271	0.92271	0.9143899999999999	0.9607600000000001	0.956
Serratia_marcescens_WVU-006	0.92152	0.98335	0.91795	0.9167700000000001	0.9381700000000001	0.90369	0.9191400000000001	0.9239	0.9131999999999999	0.9334100000000001	0.92509	0.9239	0.9369799999999999	0.9143899999999999	0.9191400000000001	0.9239	0.92152	0.9821600000000001	0.9239	0.9167700000000001	0.92866	0.9524400000000001	1.0	0.9311200000000001	0.9191400000000001	0.92271	0.98573	0.9203299999999999	0.92509	0.92271	0.92152	0.92271	0.94181	0.92152	0.9239	0.9167700000000001	0.9239	0.9203299999999999	0.92152	0.9191400000000001	0.90725	0.92271	0.9869200000000001	0.91558	0.9334100000000001	0.90369	0.92399	0.9167700000000001	0.92152	0.92152	0.92152	0.9143899999999999	0.9381700000000001	0.9167700000000001	0.9393600000000001	0.9239	0.92152	0.9108200000000001	0.98811	0.9916799999999999
Serratia_marcescens_U36365	0.92637	0.92874	0.9216200000000001	0.92043	0.9406200000000001	0.9120100000000001	0.91805	0.9216200000000001	0.91805	0.93824	0.9216200000000001	0.9216200000000001	0.93824	0.92152	0.92043	0.92874	0.9251799999999999	0.9299299999999999	0.92874	0.92043	0.93943	0.9228000000000001	0.9311200000000001	1.0	0.92043	0.92043	0.9334899999999999	0.9251799999999999	0.9299299999999999	0.92043	0.9251799999999999	0.92152	0.9679000000000001	0.9228000000000001	0.92755	0.92043	0.92874	0.92755	0.91924	0.92399	0.9167700000000001	0.92043	0.9323	0.9216200000000001	0.93824	0.9120100000000001	0.9667100000000001	0.92043	0.9251799999999999	0.9251799999999999	0.9251799999999999	0.92152	0.9406200000000001	0.92043	0.94181	0.92874	0.92637	0.9143899999999999	0.9334899999999999	0.93468
Serratia_marcescens_WVU-003	0.9595700000000001	0.9131999999999999	0.9429299999999999	0.94411	0.9239	0.94649	0.94411	0.97979	0.9429299999999999	0.9191400000000001	0.95838	0.97979	0.9120100000000001	0.9476799999999999	0.9976200000000001	0.956	0.94649	0.9120100000000001	0.956	0.9417399999999999	0.9262799999999999	0.9274700000000001	0.9191400000000001	0.92043	1.0	0.98098	0.91558	0.94649	0.95719	0.98098	0.94649	0.9476799999999999	0.9168600000000001	0.94649	0.9667100000000001	0.9417399999999999	0.956	0.95006	0.97979	0.94411	0.94649	0.98098	0.9143899999999999	0.9453	0.9191400000000001	0.94649	0.91924	0.9417399999999999	0.94649	0.94649	0.94649	0.9476799999999999	0.9167700000000001	0.9417399999999999	0.91795	0.956	0.9607600000000001	0.9524400000000001	0.91558	0.92152
Serratia_marcescens_UMH1	0.9524400000000001	0.9167700000000001	0.9417399999999999	0.9429299999999999	0.93222	0.9369799999999999	0.9429299999999999	0.99405	0.9393600000000001	0.9274700000000001	0.9702700000000001	0.99405	0.9203299999999999	0.9381700000000001	0.98098	0.94887	0.9453	0.91558	0.94887	0.9405500000000001	0.93222	0.9310299999999999	0.92271	0.92043	0.98098	1.0	0.9191400000000001	0.9453	0.95363	0.99524	0.9453	0.9381700000000001	0.91805	0.9453	0.98335	0.9405500000000001	0.94887	0.94649	0.99405	0.9429299999999999	0.9417399999999999	0.99524	0.91795	0.94411	0.9274700000000001	0.9369799999999999	0.9251799999999999	0.9405500000000001	0.9453	0.9453	0.9453	0.9381700000000001	0.92509	0.9405500000000001	0.9262799999999999	0.94887	0.95363	0.9429299999999999	0.9191400000000001	0.92509
Serratia_marcescens_4201	0.9167700000000001	0.98811	0.9131999999999999	0.9120100000000001	0.9381700000000001	0.9013100000000001	0.9143899999999999	0.9203299999999999	0.9131999999999999	0.9334100000000001	0.93222	0.9203299999999999	0.9369799999999999	0.9120100000000001	0.91558	0.9191400000000001	0.9167700000000001	0.9869200000000001	0.9191400000000001	0.9143899999999999	0.9357899999999999	0.9607600000000001	0.98573	0.9334899999999999	0.91558	0.9191400000000001	1.0	0.91795	0.9203299999999999	0.9191400000000001	0.9167700000000001	0.9298500000000001	0.9441799999999999	0.9191400000000001	0.9191400000000001	0.9143899999999999	0.9191400000000001	0.91558	0.91795	0.9167700000000001	0.90488	0.9191400000000001	0.99405	0.9131999999999999	0.9334100000000001	0.9013100000000001	0.92637	0.9143899999999999	0.9167700000000001	0.9167700000000001	0.9167700000000001	0.9120100000000001	0.9381700000000001	0.9143899999999999	0.9393600000000001	0.9191400000000001	0.9167700000000001	0.9060600000000001	0.99524	0.9916799999999999
